Well,Colony,CellCount,Expt,Time_Day,Condition,Cell.line,Paired,,,,,,,
E07,C,176,X20120323,10,Erlotinib,PC9.par,No,,,,,,,
E07,A,141,X20120323,0,Erlotinib,PC9.par,No,,,,,,,
E07,A,201,X20120323,1,Erlotinib,PC9.par,No,,,,,,,
E07,A,191,X20120323,2,Erlotinib,PC9.par,No,,,,,,,
E07,A,198,X20120323,3,Erlotinib,PC9.par,No,,,,,,,
E07,A,191,X20120323,4,Erlotinib,PC9.par,No,,,,,,,
E07,A,180,X20120323,5,Erlotinib,PC9.par,No,,,,,,,
E07,A,119,X20120323,6,Erlotinib,PC9.par,No,,,,,,,
E07,A,107,X20120323,7,Erlotinib,PC9.par,No,,,,,,,
E07,A,103,X20120323,8,Erlotinib,PC9.par,No,,,,,,,
E07,A,89,X20120323,9,Erlotinib,PC9.par,No,,,,,,,
E07,A,76,X20120323,10,Erlotinib,PC9.par,No,,,,,,,
F08,A,120,X20120323,0,Erlotinib,PC9.par,No,,,,,,,
F08,A,157,X20120323,1,Erlotinib,PC9.par,No,,,,,,,
F08,A,133,X20120323,2,Erlotinib,PC9.par,No,,,,,,,
F08,A,112,X20120323,3,Erlotinib,PC9.par,No,,,,,,,
F08,A,92,X20120323,4,Erlotinib,PC9.par,No,,,,,,,
F08,A,84,X20120323,5,Erlotinib,PC9.par,No,,,,,,,
F08,A,60,X20120323,6,Erlotinib,PC9.par,No,,,,,,,
F08,A,43,X20120323,7,Erlotinib,PC9.par,No,,,,,,,
F08,A,24,X20120323,8,Erlotinib,PC9.par,No,,,,,,,
F08,A,21,X20120323,9,Erlotinib,PC9.par,No,,,,,,,
F08,A,22,X20120323,10,Erlotinib,PC9.par,No,,,,,,,
G08,A,124,X20120323,0,Erlotinib,PC9.par,No,,,,,,,
G08,A,166,X20120323,1,Erlotinib,PC9.par,No,,,,,,,
G08,A,130,X20120323,2,Erlotinib,PC9.par,No,,,,,,,
G08,A,82,X20120323,3,Erlotinib,PC9.par,No,,,,,,,
G08,A,60,X20120323,4,Erlotinib,PC9.par,No,,,,,,,
G08,A,52,X20120323,5,Erlotinib,PC9.par,No,,,,,,,
G08,A,41,X20120323,6,Erlotinib,PC9.par,No,,,,,,,
G08,A,30,X20120323,7,Erlotinib,PC9.par,No,,,,,,,
G08,A,18,X20120323,8,Erlotinib,PC9.par,No,,,,,,,
G08,A,15,X20120323,9,Erlotinib,PC9.par,No,,,,,,,
G08,A,14,X20120323,10,Erlotinib,PC9.par,No,,,,,,,
H09,C,131,X20120323,0,Erlotinib,PC9.par,No,,,,,,,
H09,C,204,X20120323,1,Erlotinib,PC9.par,No,,,,,,,
H09,C,265,X20120323,2,Erlotinib,PC9.par,No,,,,,,,
H09,C,237,X20120323,3,Erlotinib,PC9.par,No,,,,,,,
H09,C,327,X20120323,4,Erlotinib,PC9.par,No,,,,,,,
H09,C,227,X20120323,5,Erlotinib,PC9.par,No,,,,,,,
H09,C,222,X20120323,6,Erlotinib,PC9.par,No,,,,,,,
H09,C,246,X20120323,7,Erlotinib,PC9.par,No,,,,,,,
H09,C,183,X20120323,8,Erlotinib,PC9.par,No,,,,,,,
H09,C,195,X20120323,9,Erlotinib,PC9.par,No,,,,,,,
H09,C,181,X20120323,10,Erlotinib,PC9.par,No,,,,,,,
E05,A,30,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,A,46,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,A,53,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,A,53,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,A,50,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,A,52,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,A,49,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,A,49,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,A,51,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,A,50,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,A,50,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,B,32,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,B,48,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,B,51,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,B,39,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,B,34,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,B,27,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,B,19,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,B,21,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,B,20,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,B,17,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,B,17,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,C,18,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,C,26,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,C,31,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,C,22,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,C,18,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,C,19,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,C,4,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,C,5,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,C,5,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,C,3,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,C,3,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,D,22,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,D,24,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,D,32,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,D,27,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,D,22,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,D,23,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,D,20,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,D,19,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,D,19,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,D,19,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,D,19,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,E,19,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,E,33,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,E,32,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,E,32,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,E,27,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,E,23,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,E,13,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,E,12,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,E,8,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,E,1,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,E,2,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,F,24,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,F,25,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,F,30,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,F,30,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,F,30,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,F,24,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,F,13,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,F,14,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,F,12,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,F,8,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,F,8,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,G,74,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,G,93,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,G,113,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,G,124,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,G,125,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,G,100,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,G,73,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,G,75,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,G,69,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,G,54,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,G,49,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,H,25,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,H,26,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,H,31,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,H,30,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,H,33,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,H,27,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,H,15,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,H,14,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,H,13,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,H,10,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,H,9,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,I,20,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,I,31,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,I,42,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,I,41,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,I,35,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,I,32,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,I,23,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,I,20,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,I,16,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,I,13,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,I,12,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E05,J,15,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E05,J,20,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E05,J,24,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E05,J,25,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E05,J,22,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E05,J,19,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E05,J,13,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E05,J,10,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E05,J,13,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E05,J,10,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E05,J,10,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,A,61,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,A,55,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,A,44,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,A,39,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,A,35,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,A,36,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,A,27,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,A,27,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,A,35,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,A,22,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,A,23,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,B,32,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,B,32,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,B,27,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,B,12,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,B,19,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,B,17,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,B,12,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,B,15,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,B,16,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,B,10,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,B,11,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,C,39,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,C,34,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,C,23,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,C,25,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,C,21,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,C,24,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,C,24,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,C,22,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,C,24,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,C,20,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,C,24,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,D,16,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,D,15,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,D,15,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,D,17,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,D,17,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,D,17,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,D,16,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,D,15,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,D,15,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,D,12,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,D,15,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,E,67,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,E,67,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,E,61,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,E,41,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,E,39,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,E,41,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,E,26,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,E,31,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,E,34,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,E,23,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,E,21,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,F,29,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,F,29,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,F,27,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,F,23,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,F,22,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,F,24,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,F,24,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,F,22,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,F,22,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,F,15,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,F,13,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,G,28,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,G,22,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,G,18,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,G,17,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,G,12,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,G,15,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,G,9,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,G,9,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,G,11,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,G,4,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,G,5,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E06,H,32,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E06,H,29,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E06,H,27,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E06,H,23,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E06,H,22,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E06,H,18,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E06,H,16,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E06,H,13,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E06,H,10,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E06,H,9,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E06,H,10,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E07,A,32,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E07,A,54,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E07,A,64,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E07,A,65,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E07,A,70,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E07,A,76,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E07,A,83,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E07,A,91,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E07,A,91,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E07,A,88,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E07,A,90,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
E07,B,51,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
E07,B,69,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
E07,B,86,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
E07,B,104,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
E07,B,82,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
E07,B,79,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
E07,B,49,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
E07,B,40,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
E07,B,29,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
E07,B,18,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
E07,B,16,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,A,24,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,A,25,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,A,35,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,A,38,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,A,32,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,A,31,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,A,13,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,A,12,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,A,8,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,A,4,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,A,4,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,B,29,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,B,43,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,B,45,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,B,45,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,B,46,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,B,38,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,B,28,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,B,19,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,B,15,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,B,10,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,B,10,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,C,15,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,C,28,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,C,35,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,C,45,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,C,56,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,C,62,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,C,66,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,C,66,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,C,67,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,C,56,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,C,54,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,D,36,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,D,55,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,D,59,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,D,51,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,D,46,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,D,47,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,D,40,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,D,38,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,D,29,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,D,18,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,D,14,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,E,81,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,E,84,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,E,100,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,E,110,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,E,104,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,E,92,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,E,60,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,E,45,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,E,43,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,E,30,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,E,24,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,F,24,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,F,36,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,F,39,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,F,39,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,F,38,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,F,39,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,F,38,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,F,43,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,F,46,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,F,48,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,F,49,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,G,29,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,G,49,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,G,46,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,G,40,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,G,33,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,G,23,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,G,13,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,G,12,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,G,12,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,G,6,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,G,5,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,H,30,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,H,30,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,H,27,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,H,6,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,H,5,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,H,5,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,H,4,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,H,4,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,H,4,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,H,2,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,H,2,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,I,46,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,I,43,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,I,44,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,I,19,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,I,19,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,I,19,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,I,15,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,I,15,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,I,15,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,I,13,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,I,16,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,J,33,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,J,32,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,J,27,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,J,14,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,J,13,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,J,13,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,J,12,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,J,13,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,J,10,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,J,5,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,J,6,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,K,24,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
F05,K,21,X20120410,1,Erlotinib,PC9.par,No,,,,,,,
F05,K,16,X20120410,2,Erlotinib,PC9.par,No,,,,,,,
F05,K,5,X20120410,3,Erlotinib,PC9.par,No,,,,,,,
F05,K,4,X20120410,4,Erlotinib,PC9.par,No,,,,,,,
F05,K,4,X20120410,5,Erlotinib,PC9.par,No,,,,,,,
F05,K,3,X20120410,6,Erlotinib,PC9.par,No,,,,,,,
F05,K,3,X20120410,7,Erlotinib,PC9.par,No,,,,,,,
F05,K,2,X20120410,8,Erlotinib,PC9.par,No,,,,,,,
F05,K,2,X20120410,9,Erlotinib,PC9.par,No,,,,,,,
F05,K,1,X20120410,10,Erlotinib,PC9.par,No,,,,,,,
F05,L,42,X20120410,0,Erlotinib,PC9.par,No,,,,,,,
